0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	1	1	1
0	2	1	1
0	3	1	1
3	4	0	0
3	5	0	0
3	6	0	0
3	7	0	0
3	8	0	0
3	8	0	0
3	9	0	0
3	9	0	0
3	9	0	0
3	10	0	0
3	10	0	0
3	10	0	0
3	11	0	0
3	11	0	0
3	11	0	0
3	12	0	0
3	12	0	0
3	12	0	0
3	12	0	0
3	12	0	0
3	13	0	0
3	13	0	0
3	13	0	0
3	13	0	0
3	13	0	0
3	14	0	0
3	14	0	0
3	14	0	0
3	15	0	0
3	15	0	0
3	15	0	0
3	16	0	0
3	16	0	0
3	17	0	0
3	17	0	0
3	17	0	0
3	18	0	0
3	18	0	0
3	18	0	0
3	19	0	0
3	19	0	0
3	20	0	0
3	20	0	0
3	20	0	0
3	21	0	0
3	22	0	0
3	22	0	0
3	23	0	0
3	24	0	0
3	25	0	0
3	26	0	0
3	28	0	0
3	30	0	0
3	31	0	0
3	32	0	0
3	37	0	0
3	39	0	0
3	41	0	0
3	44	0	0
3	45	0	0
3	47	0	0
3	50	0	0
3	53	0	0
3	54	0	0
3	55	0	0
3	56	0	0
3	58	0	0
3	58	0	0
3	60	0	0
3	60	0	0
3	61	0	0
3	62	0	0
3	62	0	0
3	62	0	0
3	62	0	0
3	63	0	0
3	62	0	0
3	61	0	0
3	60	0	0
4	59	49	0
