2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	27	0	0
2	28	0	0
2	28	0	0
2	28	0	0
2	29	0	0
2	29	0	0
2	29	0	0
2	29	0	0
2	30	0	0
2	30	0	0
2	30	0	0
2	30	0	0
2	31	0	0
2	31	0	0
2	31	0	0
2	32	0	0
2	32	0	0
3	33	0	0
3	33	0	0
3	34	0	0
3	34	0	0
3	35	0	0
3	35	0	0
3	36	0	0
3	37	0	0
3	37	0	0
3	38	0	0
3	39	0	0
3	39	0	0
3	40	0	0
3	40	0	0
3	41	0	0
3	42	0	0
3	43	0	0
3	44	0	0
3	45	0	0
3	46	0	0
3	47	0	0
3	48	0	0
3	49	0	0
3	50	0	0
3	51	0	0
3	52	0	0
3	53	0	0
3	53	0	0
3	54	0	0
3	55	0	0
3	56	0	0
3	56	0	0
3	57	0	0
3	58	0	0
3	58	0	0
3	59	0	0
3	59	0	0
3	59	0	0
3	59	0	0
3	59	0	0
3	59	0	0
3	59	0	0
3	59	0	0
3	59	0	0
3	60	0	0
3	60	0	0
3	60	0	0
3	60	0	0
3	61	0	0
3	61	0	0
3	61	0	0
3	62	0	0
3	62	0	0
3	62	0	0
3	63	0	0
3	63	0	0
3	63	0	0
3	63	0	0
3	65	0	0
3	67	0	0
3	68	0	0
3	69	0	0
3	68	0	0
3	68	0	0
3	69	0	0
3	68	0	0
3	68	0	0
3	66	0	0
4	65	49	0
